obs_id,object_id,object_name,object_name_2MASS,object_name_HIP,object_name_HR,object_name_TYC,object_name_SAO,folder,date_obs,obs_start,obs_end,infrared_filter,irdis_dual_filter,tel_ambi_fwhm_mean,tel_tau0_mean,tel_ambi_windsp,windSpeed_200_asm,seeing_sparta_min,seeing_sparta_max,seeing_sparta_avg,seeing_tel_ia_fwhmlinobs,seeing_tel_ia_fwhmlin,seeing_tel_ia_fwhm,seeing_ambi_fwhm,mass_turbfwhm_asm,mass_fwhm_asm,dimm_fwhm_asm,historical_ambient_fwhm_asm,mass_tau0_asm,mass_tau_asm,historical_ambient_tau_asm,mass_tau0_ms_asm,mass_tau_ms_asm,historical_ambient_tau_ms_asm,tel_ambi_tau0,strehl_sparta_avg,strehl_sparta_max,strehl_sparta_min,flux_K,flux_H,flux_R,flux_G,NAXIS1,n_frames,rot_max,mtime,missing_psf,split,status_obs,comment,found,waffle_amplitude,is_lwe,category,seeing_final,tau_final,analytical_strehl,obs_category,analytical_strehl2,obs_category2,obs_category3
HD_224392__2016-06-28__10-06-24,HD_224392,HIP_118121,,HIP_118121,HR_9062,TYC_9130-1766-1,SAO_255609,HIP 118121_DB_H23_2016-06-27_ird_convert_recenter_dc2022_COBREX_328661,2016-06-28T10:06:24.08,2016-06-28T09:30:16.81,2016-06-28T10:47:22.97,DB_H23,B_H,1.0800,2.4000,14.5300,23.3336,-1.0000,-1.0000,-1.0000,1.4100,1.2000,1.0800,1.0000,0.9385,0.3931,1.0033,,0.0025,0.0048,,2.5436,4.8034,,1.9000,-1.0000,-1.0000,-1.0000,4.8240,4.9490,,4.9783,240,240,-27.3319,2022-06-10_20-19-34,0,,1.0000,interactive,,0.0300,0,1,1.0033,2.5436,0.8169,2,0.9183,2,1
HD_24636__2016-01-03__01-01-11,HD_24636,HIP_17764,,HIP_17764,,TYC_9159-1624-1,SAO_256034,HIP 17764_DB_H23_2016-01-02_ird_convert_recenter_dc2022_COBREX_330170,2016-01-03T01:01:11.99,2016-01-03T00:17:23.02,2016-01-03T01:44:59.23,DB_H23,B_H,0.6900,3.4000,4.0300,28.4183,0.3393,1.0100,0.5043,1.5500,1.1900,0.9700,1.0000,,,,0.6929,,,0.0034,,,3.3543,3.5000,0.8214,0.8611,0.7463,6.1360,6.2240,,7.0379,80,80,-25.5061,2022-06-16_16-43-23,0,train,0.0000,interactive,,0.0400,0,2,0.6929,3.3543,0.8758,2,0.9235,2,2
HD_25284__2015-09-30__07-14-00,HD_25284,HD_25284,,,,TYC_6461-1120-1,SAO_169022,2MASS J04000395-2902280_DB_H23_2015-09-29_ird_convert_recenter_dc2022_COBREX_329046,2015-09-30T07:14:00.63,2015-09-30T06:38:25.29,2015-09-30T07:49:36.00,DB_H23,B_H,1.3400,1.9000,6.8500,33.3300,0.3131,1.3734,0.6079,1.0500,1.0300,0.9800,1.0000,,,,1.3452,,,0.0020,,,1.9853,1.3000,0.7189,0.7744,0.6195,7.2010,7.3860,,9.7487,128,128,-38.7530,2022-06-13_12-26-29,0,train,0.0000,interactive,,0.0600,0,1,1.3452,1.9853,0.5226,0,0.6914,0,0
HD_29391__2015-09-25__08-56-28,HD_29391,51 Eri,,HIP_21547,HR_1474,TYC_4739-1551-1,SAO_131358,HIP 21547_DB_K12_2015-09-24_ird_convert_recenter_dc2022_COBREX_335234,2015-09-25T08:56:28.03,2015-09-25T08:19:51.25,2015-09-25T09:33:05.67,DB_K12,B_Ks,0.7600,5.6000,6.8500,49.3666,0.3260,0.7490,0.4505,0.9500,0.9100,0.8600,1.0000,,,,0.7533,,,0.0056,,,5.5503,7.6000,0.8377,0.8855,0.6823,4.5370,4.7700,,5.1412,256,256,41.4570,2022-06-25_18-39-53,0,train,0.0000,interactive,,0.0600,0,2,0.7533,5.5503,0.8956,2,0.9497,2,2
HD_29391__2015-09-26__08-50-04,HD_29391,HIP_21547,,HIP_21547,HR_1474,TYC_4739-1551-1,SAO_131358,HIP 21547_BB_H_2015-09-25_ird_convert_recenter_dc2022_COBREX_328351,2015-09-26T08:50:04.43,2015-09-26T08:11:49.87,2015-09-26T09:29:00.00,BB_H,B_H,1.0000,9.0000,2.9200,63.6884,0.3285,0.7096,0.4678,0.9400,0.8900,0.8200,1.0000,,,,1.0170,,,0.0088,,,8.8329,7.8000,0.8473,0.8965,0.6726,4.5370,4.7700,,5.1412,918,918,42.6472,2022-06-09_18-54-56,1,,,,,0.0600,1,0,1.0170,8.8329,0.8489,0,0.9256,-1,-1
HD_29391__2015-12-26__02-28-43,HD_29391,51_ERI,,HIP_21547,HR_1474,TYC_4739-1551-1,SAO_131358,HIP 21547_DB_H23_2015-12-25_ird_convert_recenter_dc2022_COBREX_335548,2015-12-26T02:28:43.69,2015-12-26T01:52:08.27,2015-12-26T03:05:18.65,DB_H23,B_H,1.1800,1.8000,3.1300,26.8332,0.5248,1.3223,0.8176,1.4000,1.3300,1.2400,1.0000,,,,1.6333,,,0.0014,,,1.3760,1.8000,0.8193,0.8756,0.6694,4.5370,4.7700,,5.1412,256,256,37.5614,2022-06-25_22-39-14,0,train,0.0000,interactive,,0.0400,0,1,1.6333,1.3760,0.6201,1,0.8250,1,0
HD_29391__2016-01-16__01-44-58,HD_29391,HIP_21547,,HIP_21547,HR_1474,TYC_4739-1551-1,SAO_131358,HIP 21547_DB_H23_2016-01-15_ird_convert_recenter_dc2022_COBREX_331426,2016-01-16T01:44:58.75,2016-01-16T01:08:23.42,2016-01-16T02:21:37.00,DB_H23,B_H,1.9100,1.3000,12.9000,27.7073,0.6650,1.4320,0.9329,1.5500,1.4700,18.3100,1.0000,,,,1.8961,,,0.0013,,,1.3083,1.1000,0.8062,0.8696,0.6437,4.5370,4.7700,,5.1412,256,256,41.8108,2022-06-22_15-32-38,0,train,0.0000,interactive,,0.0400,0,0,1.8961,1.3083,0.5568,1,0.7878,0,0
HD_29391__2016-12-12__04-52-59,HD_29391,HIP_21547,,HIP_21547,HR_1474,TYC_4739-1551-1,SAO_131358,HIP 21547_DB_H23_2016-12-11_ird_convert_recenter_dc2022_COBREX_waffles_only_333279,2016-12-12T04:52:59.36,2016-12-12T04:22:53.75,2016-12-12T05:23:02.64,DB_H23,B_H,1.9700,1.5000,13.7500,35.3474,-1.0000,-1.0000,-1.0000,2.1900,2.0300,1.5000,1.0000,1.7386,1.1776,1.9024,,0.0015,0.0026,,1.4970,2.5649,,1.4000,-1.0000,-1.0000,-1.0000,4.5370,4.7700,,5.1412,54,54,25.2580,2022-06-25_07-21-11,0,test,0.0000,interactive,,0.0400,0,0,1.9024,1.4970,0.5721,1,0.7926,0,0
HD_29391__2016-12-13__03-48-07,HD_29391,HIP_21547,,HIP_21547,HR_1474,TYC_4739-1551-1,SAO_131358,HIP 21547_DB_H23_2016-12-12_ird_convert_recenter_dc2022_COBREX_waffles_only_333319,2016-12-13T03:48:07.18,2016-12-13T03:07:53.25,2016-12-13T04:28:16.01,DB_H23,B_H,0.8400,5.7000,2.9200,20.3416,-1.0000,-1.0000,-1.0000,1.1600,1.1000,1.0400,1.0000,0.8720,0.7387,0.8252,,0.0056,0.0059,,5.6301,5.9273,,6.7000,-1.0000,-1.0000,-1.0000,4.5370,4.7700,,5.1412,72,72,45.0270,2022-06-25_07-32-59,0,train,0.0000,interactive,,0.0400,1,0,0.8252,5.6301,0.8822,0,0.9432,-1,-1
HD_29391__2017-09-28__08-46-50,HD_29391,HIP_21547,,HIP_21547,HR_1474,TYC_4739-1551-1,SAO_131358,+ 51 Eri b_DB_K12_2017-09-27_ird_convert_recenter_dc2022_COBREX_waffles_only_332198,2017-09-28T08:46:50.48,2017-09-28T08:05:36.85,2017-09-28T09:28:03.35,DB_K12,B_Ks,0.4900,7.2000,5.2500,23.9935,0.2619,0.6040,0.3576,0.8500,0.8100,0.7600,1.0000,0.5357,0.2994,0.4922,,0.0076,0.0090,,7.5939,8.9502,,6.1000,0.8876,0.9143,0.8553,4.5370,4.7700,,5.1412,192,192,46.3659,2022-06-24_23-25-53,0,val,0.0000,interactive,,0.0400,0,2,0.4922,7.5939,0.9442,2,0.9716,2,2
HD_3003__2015-09-28__04-39-33,HD_3003,HIP_2578,,HIP_2578,HR_136,TYC_8844-1521-1,SAO_248208,HIP 2578_DB_H23_2015-09-27_ird_convert_recenter_dc2022_COBREX_335246,2015-09-28T04:39:33.02,2015-09-28T04:00:58.87,2015-09-28T05:18:06.38,DB_H23,B_H,0.9000,11.1000,3.8800,21.0933,0.3929,1.0790,0.6314,1.3500,1.1700,1.0900,1.0000,,,,0.9155,,,0.0112,,,11.2049,8.0000,0.8400,0.8985,0.7056,4.9850,5.1560,,5.0550,512,512,-28.0419,2022-06-25_18-53-51,0,,1.0000,interactive,,0.0400,0,2,0.9155,11.2049,0.8722,2,0.9369,2,2
HD_3003__2016-09-16__05-31-23,HD_3003,HIP_2578,,HIP_2578,HR_136,TYC_8844-1521-1,SAO_248208,HIP 2578_DB_H23_2016-09-15_ird_convert_recenter_dc2022_COBREX_332850,2016-09-16T05:31:23.01,2016-09-16T04:47:37.66,2016-09-16T06:15:10.40,DB_H23,B_H,0.5400,6.2000,7.4300,17.2825,-1.0000,-1.0000,-1.0000,1.1100,0.9600,0.8900,1.0000,0.6100,0.2617,0.5510,,0.0062,0.0130,,6.1790,13.0144,,7.4000,-1.0000,-1.0000,-1.0000,4.9850,5.1560,,5.0550,80,80,-31.5309,2022-06-25_04-42-29,0,train,0.0000,interactive,,0.0300,0,2,0.5510,6.1790,0.9325,2,0.9671,2,2
HD_30447__2015-12-01__03-58-58,HD_30447,HIP_22226,,HIP_22226,,TYC_6468-1650-1,SAO_169759,HIP 22226_DB_H23_2015-11-30_ird_convert_recenter_dc2022_COBREX_335517,2015-12-01T03:58:58.95,2015-12-01T03:16:21.64,2015-12-01T04:41:36.50,DB_H23,B_H,1.3700,3.3000,6.9700,46.2820,0.6341,1.4334,0.9602,1.3600,1.3400,1.2800,1.0000,,,,1.3490,,,0.0033,,,3.3153,4.1000,0.3594,0.5471,0.2239,6.8940,6.9510,,7.7687,78,78,-37.1473,2022-06-25_22-00-02,0,test,0.0000,interactive,,0.0400,0,1,1.3490,3.3153,0.7271,1,0.8282,1,0
HD_30447__2015-12-29__01-40-09,HD_30447,HIP_22226,,HIP_22226,,TYC_6468-1650-1,SAO_169759,HIP 22226_DB_H23_2015-12-28_ird_convert_recenter_dc2022_COBREX_331908,2015-12-29T01:40:09.22,2015-12-29T00:47:40.31,2015-12-29T02:32:37.36,DB_H23,B_H,1.4300,2.0000,10.6800,16.8468,0.5546,1.4662,0.8242,1.2000,1.1600,1.1000,1.0000,,,,1.4690,,,0.0021,,,2.1083,1.3000,0.6938,0.7677,0.4953,6.8940,6.9510,,7.7687,96,96,-16.7973,2022-06-24_21-45-42,0,calib,0.0000,interactive,,0.0400,0,0,1.4690,2.1083,0.6761,1,0.8073,1,0
HD_30447__2016-12-06__05-15-26,HD_30447,HIP_22226,,HIP_22226,,TYC_6468-1650-1,SAO_169759,HIP 22226_DB_K12_2016-12-05_ird_convert_recenter_dc2022_COBREX_333229,2016-12-06T05:15:26.31,2016-12-06T04:48:58.41,2016-12-06T05:41:52.77,DB_K12,B_Ks,0.4900,4.8000,4.9300,26.0024,-1.0000,-1.0000,-1.0000,0.8000,0.7900,0.7300,0.8000,0.5439,0.4058,0.4853,,0.0049,0.0052,,4.8602,5.1534,,4.1000,-1.0000,-1.0000,-1.0000,6.8940,6.9510,,7.7687,48,48,-15.9744,2022-06-25_07-11-14,0,train,0.0000,interactive,,0.0400,0,2,0.4853,4.8602,0.9029,2,0.9106,2,2
HD_317617__2015-05-31__05-25-05,HD_317617,TYC737902791,,,,TYC_7379-279-1,,HD 317617_DB_H23_2015-05-30_ird_convert_recenter_dc2022_COBREX_330138,2015-05-31T05:25:05.04,2015-05-31T04:49:57.21,2015-05-31T06:00:12.28,DB_H23,B_H,1.0700,1.2000,8.7500,59.7337,0.3470,0.6696,0.4728,1.1200,1.1100,14.0000,1.0000,,,,1.0809,,,0.0012,,,1.2277,1.2000,0.6719,0.7600,0.4896,7.6690,7.8240,10.1930,,64,64,-86.6870,2022-06-16_16-08-22,0,,2.0000,too many sources --> out,,0.0400,0,1,1.0809,1.2277,0.0974,0,0.4858,0,0
HD_32195__2015-09-30__09-05-02,HD_32195,HIP_22295,,HIP_22295,,TYC_9377-548-1,SAO_258391,HIP 22295_DB_H23_2015-09-29_ird_convert_recenter_dc2022_COBREX_329047,2015-09-30T09:05:02.29,2015-09-30T08:34:18.78,2015-09-30T09:35:46.86,DB_H23,B_H,2.0500,1.2000,8.4800,34.5622,0.8129,1.6351,1.1188,1.8200,1.2800,1.0500,1.0000,,,,1.9857,,,0.0012,,,1.1894,1.4000,0.6774,0.7631,0.5310,6.8680,6.9910,,8.0162,56,56,-16.5749,2022-06-13_12-29-54,0,train,0.0000,interactive,,0.0600,0,0,1.9857,1.1894,0.3068,0,0.6585,0,0
HD_326277__2016-03-30__09-20-08,HD_326277,TYC_7879_0980_1,,,,TYC_7879-980-1,,HD 326277_DB_H23_2016-03-29_ird_convert_recenter_dc2022_COBREX_328270,2016-03-30T09:20:08.03,2016-03-30T08:54:48.97,2016-03-30T09:47:48.65,DB_H23,B_H,1.1800,2.2000,6.1000,29.0193,0.3848,0.7702,0.5874,1.0500,1.0100,0.9500,1.0000,,,,1.2070,,,0.0022,,,2.1633,2.2000,0.6918,0.7364,0.6495,8.2420,8.2980,,9.9615,45,45,-33.6204,2022-06-08_16-01-30,0,,2.0000,too many sources --> out,,0.0300,0,1,1.2070,2.1633,0.5527,0,0.6827,0,1
HD_35114__2017-02-12__01-09-44,HD_35114,HIP_24947,,HIP_24947,,TYC_7599-832-1,SAO_195766,HIP 24947_DB_H23_2017-02-11_ird_convert_recenter_dc2022_COBREX_335283,2017-02-12T01:09:44.92,2017-02-12T00:16:42.84,2017-02-12T02:05:03.76,DB_H23,B_H,1.0300,4.5000,5.8500,33.5393,0.5271,1.2905,0.7298,1.2000,1.1600,1.0800,0.8000,,,1.0411,,,,,,,,5.4000,0.7706,0.8311,0.6204,6.1440,6.2180,,7.2616,96,96,-72.9412,2022-06-25_18-57-02,0,train,0.0000,interactive,,0.0400,0,1,1.0411,4.5000,0.8150,2,0.8865,1,1
HD_35650__2015-12-28__03-24-06,HD_35650,HIP_25283,,HIP_25283,,TYC_7595-352-1,SAO_195825,HIP 25283_DB_H23_2015-12-27_ird_convert_recenter_dc2022_COBREX_331595,2015-12-28T03:24:06.66,2015-12-28T02:48:56.37,2015-12-28T03:59:15.21,DB_H23,B_H,0.8200,3.1000,3.4500,23.0648,0.3500,0.5910,0.4405,0.8700,0.8500,0.7900,1.0000,,,,0.8315,,,0.0030,,,2.9850,2.9000,0.8082,0.8278,0.7730,5.9210,6.1050,8.2930,8.5394,64,64,-56.6699,2022-06-23_11-53-02,0,val,0.0000,interactive,,0.0400,0,2,0.8315,2.9850,0.7501,1,0.8739,1,1
HD_377__2016-10-14__02-57-13,HD_377,HIP_682,,HIP_682,,TYC_7-632-1,SAO_109027,HIP 682_DB_H23_2016-10-13_ird_convert_recenter_dc2022_COBREX_330679,2016-10-14T02:57:13.01,2016-10-14T02:13:19.40,2016-10-14T03:41:10.77,DB_H23,B_H,0.6300,2.8000,6.0300,54.9043,-1.0000,-1.0000,-1.0000,0.9800,0.8900,0.8100,1.4000,0.7518,0.3502,0.6562,,0.0028,0.0032,,2.8467,3.1604,,2.0000,-1.0000,-1.0000,-1.0000,6.1160,6.1490,,7.4505,80,80,35.7508,2022-06-17_18-36-49,0,train,0.0000,interactive,,0.0300,0,1,0.6562,2.8467,0.8652,2,0.9093,2,1
HD_38678__2017-02-11__00-52-32,HD_38678,HIP_27288,,HIP_27288,HR_1998,TYC_5359-1778-1,SAO_150801,HIP 27288_DB_H23_2017-02-10_ird_convert_recenter_dc2022_COBREX_335248,2017-02-11T00:52:32.24,2017-02-11T00:11:29.44,2017-02-11T01:33:35.23,DB_H23,B_H,0.6300,5.2000,6.6800,38.5757,0.3353,0.7658,0.4666,0.9600,0.9500,0.9000,0.8000,,,0.6201,,,,,,,,6.9000,0.9142,0.9407,0.8564,3.2860,3.3140,,3.5410,288,288,83.5267,2022-06-25_18-50-50,0,test,0.0000,interactive,,0.0200,0,2,0.6201,5.2000,0.9203,2,0.9651,2,2
HD_39060__2014-12-08__05-27-37,HD_39060,HR2020,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_K12_2014-12-07_ird_convert_recenter_dc2022_COBREX_waffles_only_332153,2014-12-08T05:27:37.21,2014-12-08T05:01:41.45,2014-12-08T05:53:26.26,DB_K12,B_Ks,0.7500,4.4000,2.7500,,-1.0000,-1.0000,-1.0000,0.8200,0.7700,0.7300,1.2000,,,,0.7547,,,0.0043,,,4.3070,3.8000,-1.0000,-1.0000,-1.0000,3.4800,3.5100,3.7400,3.8232,560,560,-26.1682,2022-06-24_23-22-12,0,train,3.0000,":= Beta Pic, bright edge-on disk, draw rectangular box full diagonal x 60 pix ",,0.0500,1,0,0.7547,4.3070,0.8915,0,0.9522,-1,-1
HD_39060__2015-02-05__02-12-39,HD_39060,HR2020,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2015-02-04_ird_convert_recenter_dc2022_COBREX_waffles_only_332421,2015-02-05T02:12:39.81,2015-02-05T00:24:51.25,2015-02-05T03:55:24.57,DB_H23,B_H,0.7800,7.8000,2.7800,10.8196,-1.0000,-1.0000,-1.0000,0.9400,0.8600,0.8200,1.2000,,,,0.8070,,,0.0076,,,7.6097,11.4000,-1.0000,-1.0000,-1.0000,3.4800,3.5100,3.7400,3.8232,1762,1762,-91.8375,2022-06-25_02-57-44,0,train,3.0000,":= Beta Pic, bright edge-on disk, draw rectangular box full diagonal x 60 pix ",,0.0400,1,0,0.8070,7.6097,0.8926,0,0.9503,-1,-1
HD_39060__2015-10-01__08-44-47,HD_39060,BET_PIC,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2015-09-30_ird_convert_recenter_dc2022_COBREX_waffles_only_335402,2015-10-01T08:44:47.25,2015-10-01T07:58:16.11,2015-10-01T09:30:58.68,DB_H23,B_H,1.4200,1.0000,5.8300,56.2095,0.4819,1.3422,0.7401,1.3000,1.2000,1.1300,1.0000,,,,1.4728,,,0.0010,,,0.9756,1.0000,0.7840,0.8776,0.5334,3.4800,3.5100,3.7400,3.8232,704,704,-39.9456,2022-06-25_20-21-43,0,train,3.0000,":= Beta Pic, bright edge-on disk, draw rectangular box full diagonal x 60 pix ",,0.0400,0,0,1.4728,0.9756,0.5910,1,0.8278,1,0
HD_39060__2015-11-28__05-50-57,HD_39060,BET_PIC,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2015-11-27_ird_convert_recenter_dc2022_COBREX_waffles_only_335469,2015-11-28T05:50:57.74,2015-11-28T05:47:00.89,2015-11-28T05:54:54.59,DB_H23,B_H,1.3800,19.2000,0.6300,,0.2772,0.3465,0.3138,0.8400,0.7900,0.7400,1.0000,,,,1.2643,,,0.0227,,,22.7411,19.2000,0.9254,0.9402,0.7943,3.4800,3.5100,3.7400,3.8232,28,28,-3.8829,2022-06-25_20-44-13,1,,,,,0.0400,1,0,1.2643,22.7411,0.7995,0,0.9029,-1,-1
HD_39060__2015-11-28__06-16-03,HD_39060,BET_PIC,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2015-11-27_ird_convert_recenter_dc2022_COBREX_waffles_only_335470,2015-11-28T06:16:03.86,2015-11-28T06:10:06.87,2015-11-28T06:22:00.84,DB_H23,B_H,0.9400,17.0000,1.2700,,0.2742,0.3461,0.3138,0.8800,0.8200,0.7700,1.0000,,,,1.0673,,,0.0192,,,19.1882,17.0000,0.9306,0.9381,0.9114,3.4800,3.5100,3.7400,3.8232,80,80,-5.9691,2022-06-25_20-45-09,1,,,,,0.0500,1,0,1.0673,19.1882,0.8439,0,0.9253,-1,-1
HD_39060__2015-11-30__06-08-56,HD_39060,HIP_27321,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2015-11-29_ird_convert_recenter_dc2022_COBREX_waffles_only_335497,2015-11-30T06:08:56.13,2015-11-30T05:28:03.15,2015-11-30T06:49:48.98,DB_H23,B_H,1.0600,10.9000,2.7300,34.8874,0.2805,1.1464,0.4456,0.9500,0.8900,0.8200,1.0000,,,,1.0744,,,0.0107,,,10.6776,6.8000,0.8820,0.9246,0.7480,3.4800,3.5100,3.7400,3.8232,800,800,-40.4817,2022-06-25_21-53-56,0,train,3.0000,":= Beta Pic, bright edge-on disk, draw rectangular box full diagonal x 60 pix ",,0.0400,1,0,1.0744,10.6776,0.8400,0,0.9239,-1,-1
HD_39060__2015-12-26__04-20-09,HD_39060,BET_PIC,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2015-12-25_ird_convert_recenter_dc2022_COBREX_waffles_only_335552,2015-12-26T04:20:09.69,2015-12-26T03:42:42.92,2015-12-26T04:57:37.13,DB_H23,B_H,1.4400,2.2000,4.9300,25.8845,0.4458,1.9947,0.6927,1.2700,1.1900,1.0900,1.0000,,,,1.1860,,,0.0023,,,2.2638,2.6000,0.8527,0.9020,0.5465,3.4800,3.5100,3.7400,3.8232,490,490,-37.3310,2022-06-25_22-49-35,0,train,3.0000,":= Beta Pic, bright edge-on disk, draw rectangular box full diagonal x 60 pix ",,0.0400,0,0,1.1860,2.2638,0.7719,1,0.8994,2,1
HD_39060__2016-03-27__00-36-28,HD_39060,HIP_27321,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2016-03-26_ird_convert_recenter_dc2022_COBREX_waffles_only_332232,2016-03-27T00:36:28.78,2016-03-27T00:02:25.84,2016-03-27T01:10:30.01,DB_H23,B_H,1.6300,1.7000,10.9800,25.9646,0.3946,1.4973,0.7443,1.3600,1.1700,1.0900,1.0000,,,,1.6757,,,0.0017,,,1.6543,1.4000,0.8205,0.9029,0.6276,3.4800,3.5100,3.7400,3.8232,220,220,-19.9911,2022-06-24_23-47-07,0,train,3.0000,":= Beta Pic, bright edge-on disk, draw rectangular box full diagonal x 60 pix ",,0.0400,0,0,1.6757,1.6543,0.6348,1,0.8303,1,0
HD_39060__2016-04-16__00-04-10,HD_39060,HIP_27321,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2016-04-15_ird_convert_recenter_dc2022_COBREX_waffles_only_332397,2016-04-16T00:04:10.44,2016-04-15T23:26:58.80,2016-04-16T00:41:24.61,DB_H23,B_H,0.7900,6.0000,5.9700,36.5987,0.4244,1.2704,0.6551,1.3300,1.0700,0.9800,1.0000,0.7437,0.6234,0.7604,,0.0059,0.0072,,5.8516,7.1566,,6.2000,0.8243,0.8648,0.7138,3.4800,3.5100,3.7400,3.8232,462,462,-18.0587,2022-06-25_02-17-00,0,train,3.0000,":= Beta Pic, bright edge-on disk, draw rectangular box full diagonal x 60 pix ",,0.0400,0,2,0.7604,5.8516,0.8976,2,0.9536,2,2
HD_39060__2016-09-16__09-22-07,HD_39060,HIP_27321,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2016-09-15_ird_convert_recenter_dc2022_COBREX_waffles_only_332875,2016-09-16T09:22:07.46,2016-09-16T08:35:31.60,2016-09-16T10:12:04.88,DB_H23,B_H,0.4200,12.5000,3.5300,15.3395,-1.0000,-1.0000,-1.0000,0.9500,0.8600,7.8900,0.8000,0.4876,0.2863,0.4340,,0.0120,0.0204,,12.0336,20.3974,,17.2000,-1.0000,-1.0000,-1.0000,3.4800,3.5100,3.7400,3.8232,464,464,-38.7101,2022-06-25_04-59-26,0,train,3.0000,":= Beta Pic, bright edge-on disk, draw rectangular box full diagonal x 60 pix ",,0.0300,0,2,0.4340,12.0336,0.9590,2,0.9808,2,2
HD_39060__2016-10-14__08-40-21,HD_39060,HIP_27321,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2016-10-13_ird_convert_recenter_dc2022_COBREX_waffles_only_330684,2016-10-14T08:40:21.89,2016-10-14T07:47:46.85,2016-10-14T09:38:13.60,DB_H23,B_H,0.7500,3.0000,9.3800,58.0632,-1.0000,-1.0000,-1.0000,1.0500,0.9800,0.9200,1.4000,0.7378,0.3746,0.7031,,0.0030,0.0036,,3.0208,3.6450,,3.2000,-1.0000,-1.0000,-1.0000,3.4800,3.5100,3.7400,3.8232,280,280,-53.8189,2022-06-17_18-42-40,0,train,3.0000,":= Beta Pic, bright edge-on disk, draw rectangular box full diagonal x 60 pix",,0.0300,0,2,0.7031,3.0208,0.8863,2,0.9530,2,1
HD_39060__2016-11-18__06-43-17,HD_39060,HIP_27321,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2016-11-17_ird_convert_recenter_dc2022_COBREX_waffles_only_333102,2016-11-18T06:43:17.20,2016-11-18T06:02:56.30,2016-11-18T07:23:32.25,DB_H23,B_H,1.6100,2.0000,12.0700,36.4201,-1.0000,-1.0000,-1.0000,1.3600,1.2700,1.1900,1.4000,1.5290,0.4700,1.6514,,0.0019,0.0056,,1.9388,5.6339,,1.1000,-1.0000,-1.0000,-1.0000,3.4800,3.5100,3.7400,3.8232,1408,1408,-40.2774,2022-06-25_07-02-58,0,train,3.0000,":= Beta Pic, bright edge-on disk, draw rectangular box full diagonal x 60 pix ",,0.0300,0,0,1.6514,1.9388,0.6552,1,0.8382,1,0
HD_39060__2018-09-12__07-23-09,HD_39060,BET_PIC,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2018-09-11_ird_convert_recenter_dc2022_COBREX_waffles_only_335360,2018-09-12T07:23:09.78,2018-09-12T06:36:21.56,2018-09-12T08:36:17.46,DB_H23,B_H,0.5600,4.2000,1.5200,49.5882,0.3255,0.9627,0.4898,1.3400,1.0100,0.8500,0.8000,0.7317,0.3346,0.6319,,0.0034,0.0035,,3.4359,3.4563,,3.8000,0.8278,0.8998,0.5504,3.4800,3.5100,3.7400,3.8232,128,128,-28.0260,2022-06-25_19-30-44,0,train,3.0000,":= Beta Pic, bright edge-on disk, draw rectangular box full diagonal x 60 pix ",,0.0400,0,2,0.6319,3.4359,0.9048,2,0.9605,2,2
HD_39060__2018-09-12__07-39-45,HD_39060,BET_PIC,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2018-09-11_ird_convert_recenter_dc2022_COBREX_waffles_only_335361,2018-09-12T07:39:45.96,2018-09-12T06:54:56.58,2018-09-12T08:42:25.95,DB_H23,B_H,0.6500,3.3000,1.5200,49.5882,0.2973,0.9627,0.4900,1.3000,1.0300,0.9200,0.8000,0.7237,0.3187,0.6141,,0.0035,0.0036,,3.5349,3.5664,,5.5000,0.8236,0.8986,0.5504,3.4800,3.5100,3.7400,3.8232,768,768,-26.1210,2022-06-25_19-45-54,0,train,3.0000,interactive,,0.0400,0,2,0.6141,3.5349,0.9090,2,0.9622,2,2
